latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-1.16297,136.05406,332.02,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,306.06,3.36,D
-1.15842,135.88106,342.57,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.25,6.12,D
-1.15184,136.21667,334.03,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,305.53,3.67,D
-1.14881,136.1021,348.35,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,303.66,7.48,D
-1.14555,136.03352,337.58,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.02,2.8,D
-1.14372,136.09061,334.45,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,302.33,5.24,D
-1.14364,136.15843,341.39,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,303.72,4.14,D
-1.1409,136.08661,344.95,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.39,8.74,D
-1.14037,136.0901,346.91,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.48,3.83,D
-1.13985,136.25047,333.47,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,303.1,2.25,D
-1.13984,136.09358,332.24,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.8,3.83,D
-1.13976,136.00404,343.19,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.77,5.12,D
-1.12915,136.23111,334.11,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,300.46,2.82,D
-1.12774,136.0381,342,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.35,6.56,D
-1.1274,136.22018,338.03,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.27,2.95,D
-1.12684,136.06659,329.37,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,304.31,3.97,D
-1.12492,136.03409,332.27,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,305.66,6.17,D
-1.12439,136.0376,345.93,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,307.89,6.56,D
-1.12268,136.0372,346.38,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.07,7.48,D
-1.12243,136.07307,335.69,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.15,5.33,D
-1.11777,135.95757,330.33,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,304.67,3.07,D
-1.11549,135.95006,329.17,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,301.8,2.06,D
-1.11429,135.9355,335.21,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,305.8,4.26,D
-1.1109,136.0247,329.09,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,301.38,2.42,D
-1.11055,136.19623,330.56,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,302.96,2.76,D
-1.11037,136.0282,339.42,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.38,3.16,D
-1.10983,136.03171,329.82,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,301.23,3.16,D
-1.10932,135.94553,331.04,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,304.92,3.47,D
-1.10722,136.19572,338.5,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.65,2.76,D
-1.10623,135.98814,342.56,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,309.93,17.08,D
-1.10569,135.99165,334.85,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.9,17.87,D
-1.10288,135.98763,332.5,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.59,3.22,D
-1.10127,135.99817,344.08,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,309.08,10.07,D
-1.09953,135.98711,339.95,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.46,3.22,D
-1.09792,135.99767,329.48,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,302.82,10.07,D
-1.09499,135.88223,331.74,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,303.4,3.28,D
-1.09391,135.97911,349.02,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,303.57,5.71,D
-1.09056,135.97861,336.7,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.04,3.26,D
-1.08722,136.06763,339.39,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.46,7,D
-1.08668,136.07114,349.71,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.24,7,D
-1.06647,136.04665,332.96,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,305.2,3.83,D
-1.06104,135.90233,334.79,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,302.4,3.61,D
-1.06051,135.90584,341.88,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.48,8.43,D
-1.06046,136.06363,328.81,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,301.58,2.03,D
-1.05944,135.91287,332.21,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.41,4.6,D
-1.05633,135.86559,338.13,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,302.9,2.7,D
-1.05433,135.90131,331.03,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,300.88,3.22,D
-1.0538,135.90482,335.63,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.78,2.43,D
-1.05083,135.8792,332.67,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,300.86,1.93,D
-1.0503,135.88272,328.61,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,302.54,4.78,D
-1.05015,135.86107,329.63,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,301.81,2.65,D
-1.04846,135.93997,332.62,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.33,3.72,D
-1.04656,135.90735,335.45,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,302.37,3.46,D
-1.04214,135.91388,334.68,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,303.22,3.68,D
-1.04085,135.96754,328.51,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,302.14,2.59,D
-1.04069,135.94598,349.73,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,302.59,6.15,D
-1.0397,136.04265,334.36,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.74,4.16,D
-1.03346,135.94847,333.44,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,303.12,2.25,D
-1.0333,135.92693,332.49,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,303.98,5.38,D
-1.03188,135.9225,337.55,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.23,15.95,D
-1.03134,135.92601,344.95,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,309.58,15.95,D
-1.03011,135.94797,331.04,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,302.56,2.25,D
-1.02961,135.91498,335.14,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,306.12,6.25,D
-1.02745,135.929,342.92,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.35,5.19,D
-1.02692,135.93251,336.52,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.31,5.19,D
-1.02632,136.04062,333.02,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,303.2,10.08,D
-1.02404,136.03313,332.58,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,303.78,3.28,D
-1.02351,136.03662,352.4,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,310.2,10.08,D
-1.02298,136.04012,334.45,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,304.96,10.08,D
-1.02069,136.03261,331.61,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,304.66,5.34,D
-1.02032,136.05763,332.52,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,301.9,2.32,D
-1.02016,136.0361,344.27,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.47,6.61,D
-1.01751,136.0536,337.76,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.43,6.04,D
-1.01252,136.04861,332.08,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,303.87,4.65,D
-1.01079,136.03761,339.58,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.94,4.05,D
-1.01012,136.01965,331.23,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,300.11,3.1,D
-1.00959,136.02313,341.88,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.09,3.1,D
-1.00236,136.02562,337.11,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.25,4.79,D
-1.00022,136.03958,336.19,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.16,7.05,D
-0.99567,136.02463,331.67,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,303.27,3.63,D
-0.99473,136.05305,341.75,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.18,5.63,D
-0.98817,136.07358,333.2,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,300.6,2.24,D
-0.93948,136.03403,330.42,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,301.5,3.57,D
-0.93091,135.78763,338.15,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.12,5.28,D
-0.91909,135.98808,332.73,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,300.55,1.92,D
-0.86937,135.96556,330.95,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,300.62,3.66,D
-1.18718,136.13129,349.92,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,306.52,7.37,D
-1.18659,136.13512,345.24,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,307.23,29.77,D
-1.18483,136.14641,345.67,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,307.28,7.22,D
-1.18425,136.15016,367,0.42,0.45,2026-08-22,410,N,VIIRS,h,2.0NRT,311.27,10.57,D
-1.18367,136.15388,337.71,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.37,10.57,D
-1.18299,136.13068,338.89,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.26,7.37,D
-1.1824,136.13445,357.16,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,313.3,29.77,D
-1.18182,136.13823,354.95,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,316.57,29.77,D
-1.18124,136.14198,339.79,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.44,7.22,D
-1.18065,136.14575,329.1,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.2,7.22,D
-1.18007,136.14951,341.25,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302,10.57,D
-1.18002,136.09436,331.56,0.42,0.45,2026-08-22,410,N,VIIRS,l,2.0NRT,306.25,3.31,D
-1.1788,136.13004,345.72,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,308.3,11.4,D
-1.17822,136.1338,356.25,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,306.81,12.96,D
-1.17764,136.13754,351.37,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.33,12.96,D
-1.17706,136.1413,341.89,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,304.48,8.41,D
-1.17647,136.14508,340.4,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.42,8.41,D
-1.17461,136.12936,352.32,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,307.11,11.4,D
-1.17403,136.13312,343.96,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,304.48,12.96,D
-1.17345,136.13687,335.95,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.77,12.96,D
-1.16507,136.13564,355.91,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,306.56,14.91,D
-1.16449,136.13942,339,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,301.24,9.24,D
-1.15423,136.23381,350.66,0.41,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.58,7.31,D
-1.15135,136.25252,328.76,0.41,0.45,2026-08-22,410,N,VIIRS,l,2.0NRT,303.55,2.69,D
-1.15103,136.0589,336.27,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.52,3.8,D
-1.15065,136.22945,345.19,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.43,7.31,D
-1.14856,136.04678,335.93,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,305.99,3,D
-1.14115,136.01019,344.97,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.32,6.33,D
-1.13761,136.03369,343.1,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.02,5.26,D
-1.13249,135.98155,343.1,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,306.1,10.23,D
-1.1286,136.03625,339.48,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,306.78,9.1,D
-1.12743,136.04401,341.22,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.43,90.55,D
-1.12496,136.0318,343.64,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,305.79,6.25,D
-1.12438,136.03563,339.62,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,305.43,6.25,D
-1.1238,136.03949,353.66,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.99,12.43,D
-1.12035,136.06248,342.85,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.92,6.89,D
-1.11457,135.95915,340.58,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.13,4.86,D
-1.11424,135.95868,329.39,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.32,6.43,D
-1.1123,136.02991,329.74,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,302.72,4.4,D
-1.11211,136.03021,332.15,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.16,4,D
-1.10792,135.9462,331.89,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,304.87,4.97,D
-1.10489,135.9935,339.04,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.7,5.2,D
-1.10003,135.91304,333.94,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.92,6.65,D
-1.09945,135.94485,341.98,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,302.44,8.21,D
-1.09942,135.91696,341.14,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.29,7.53,D
-1.09882,135.89275,331.47,0.44,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.91,4.38,D
-1.09867,134.8963,338.55,0.51,0.49,2026-08-22,410,N,VIIRS,n,2.0NRT,298.59,4.79,D
-1.09761,136.07083,336.7,0.42,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,305.46,6.21,D
-1.09711,136.07104,337.88,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.14,10.53,D
-1.09694,135.84831,328.27,0.44,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,298.84,2.56,D
-1.09641,135.96452,336.86,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.27,9.21,D
-1.09232,136.07422,339.53,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,304.36,5.45,D
-1.09016,136.17854,339.85,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,301.22,4.29,D
-1.08931,136.0659,351.74,0.42,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,307.5,7.43,D
-1.08889,136.17848,339.35,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,300.76,5.26,D
-1.08871,136.06975,348.99,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,308.4,7.43,D
-1.08811,136.07358,347.67,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,304.04,7,D
-1.0851,136.06529,333.44,0.42,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,306.06,7.43,D
-1.0845,136.06915,339.18,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.65,7.43,D
-1.08437,135.98642,343.28,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,302.66,5.14,D
-1.08391,136.073,340.83,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,300.95,7,D
-1.08149,136.06084,329.12,0.42,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,302.49,4.29,D
-1.0803,136.06854,342.32,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.19,6.81,D
-1.07768,135.97365,332.93,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.71,2.2,D
-1.06336,136.03879,339.86,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.98,4.92,D
-1.06279,136.04253,339.14,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.64,4.92,D
-1.05753,135.90678,337.21,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,302.09,5.92,D
-1.05712,135.9666,333.73,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.82,6.58,D
-1.05694,135.91071,331.18,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,301.55,4.3,D
-1.0532,136.04898,330.92,0.42,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.14,5.24,D
-1.05171,135.97377,330.84,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,302.82,2.64,D
-1.04536,136.04395,342.42,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.91,6.15,D
-1.03752,136.03883,330.07,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.56,2.6,D
-1.03331,136.03824,340.88,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.18,6.02,D
-1.03272,136.04213,328.39,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,302.86,6.49,D
-1.031,135.9389,338.26,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.27,4.48,D
-1.02984,135.94661,333.55,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.35,5.39,D
-1.02869,135.95425,330.27,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,300.3,3.2,D
-1.02811,135.95816,336.61,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.04,3.2,D
-1.01649,136.03561,329.25,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,304.21,2.97,D
-1.01457,136.0197,331.92,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,300.97,2.53,D
-0.99567,136.05965,341.75,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.1,7.14,D
-0.99566,136.05991,341.9,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.3,5.12,D
-0.98665,136.06235,335.74,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.14,5.38,D
-0.98302,136.03041,334.89,0.42,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,302.08,2.63,D
-0.9615,136.05833,337.64,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.12,3.16,D
-0.9417,136.04742,335.64,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.63,2.94,D
-0.90338,135.98769,329.15,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,298.78,1.81,D
-0.90318,135.98784,329.35,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,298.88,1.5,D
-1.18608,136.13657,328.22,0.44,0.62,2026-08-23,351,N,VIIRS,l,2.0NRT,302.49,3.19,D
-1.18457,136.14844,330.68,0.44,0.62,2026-08-23,351,N,VIIRS,l,2.0NRT,302.41,4.43,D
-1.18423,136.14842,330.35,0.44,0.62,2026-08-23,351,N,VIIRS,l,2.0NRT,302.51,4.92,D
-1.18399,136.15237,336.26,0.44,0.62,2026-08-23,351,N,VIIRS,n,2.0NRT,301.86,5.37,D
-1.18361,136.15233,336.94,0.44,0.62,2026-08-23,351,N,VIIRS,n,2.0NRT,301.42,5.3,D
-1.17317,136.1051,329.03,0.44,0.63,2026-08-23,351,N,VIIRS,n,2.0NRT,300.7,2.3,D
-1.15397,136.22871,332.93,0.44,0.62,2026-08-23,351,N,VIIRS,n,2.0NRT,302.07,7.29,D
-1.15335,136.23268,367,0.43,0.62,2026-08-23,351,N,VIIRS,h,2.0NRT,305.06,7.29,D
-1.17856,136.15582,346.95,0.45,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,299.75,6.58,D
-1.17535,136.13861,331.07,0.44,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,300.81,4.27,D
-1.1549,136.22891,332.65,0.45,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,299.32,6.6,D
-1.15356,136.23723,330.01,0.45,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,299.88,6.43,D
-1.12062,136.07196,332.44,0.44,0.62,2026-08-24,514,N,VIIRS,n,2.0NRT,298.28,3.52,D
-1.1206,136.07239,330.16,0.44,0.62,2026-08-24,514,N,VIIRS,n,2.0NRT,298.24,3.79,D
-1.05708,134.83261,332.21,0.36,0.58,2026-08-24,514,N,VIIRS,n,2.0NRT,294.77,2.09,D
-1.02821,134.80775,328.17,0.36,0.58,2026-08-24,514,N,VIIRS,n,2.0NRT,295.24,2.96,D
